filename,bicubic_psnr,bicubic_ssim,bicubic_lpips,realesrgan_psnr,realesrgan_ssim,realesrgan_lpips
0000001.png,22.976792890193177,0.6966724531136067,0.3710106909275055,22.66553485909062,0.7182792419522533,0.10210634022951126
0000006.png,28.014437588195364,0.9117651533778548,0.19598624110221863,31.831687058472333,0.9383636591008084,0.050598837435245514
0000011.png,24.548468835218628,0.705216405556948,0.3990783989429474,22.661079373183675,0.6575609689368406,0.11980798840522766
0000021.png,25.000121694057825,0.6624019681102458,0.5932359099388123,23.13234046390075,0.6077743682878062,0.23043429851531982
0000032.png,28.397557132289602,0.7940718096377468,0.3664328455924988,28.79520552344177,0.7935476329571025,0.09292464703321457
0000033.png,22.968513805364363,0.6788881957479654,0.4737168550491333,21.523347692647565,0.6538903890155382,0.1251562237739563
